Date,District,Division,Latitude,Longitude,Temperature_2m_C,Temperature_Max_C,Temperature_Min_C,T2MDEW,Relative_Humidity_%,Precipitation_mm,Wind_Speed_m/s,WS10M,Wind_Direction_deg,Surface_Pressure_kPa,Solar_Radiation_kWh/m2,ALLSKY_SFC_LW_DWN,T2M_RANGE,QV2M
2024-08-18,Chittagong,Chittagong,22.3569,91.7832,27.43,29.33,26.05,26.09,92.43,73.12,4.43,5.75,150.7,100.04,6.55,38.37,3.28,21.28
2024-08-19,Chittagong,Chittagong,22.3569,91.7832,27.32,28.45,26.58,26.11,93.07,88.52,4.98,6.49,171.2,100.04,3.56,38.14,1.87,21.3
2024-08-20,Chittagong,Chittagong,22.3569,91.7832,27.8,29.69,26.37,26.3,91.64,77.63,4.13,5.38,176.5,100.24,2.59,38.28,3.32,21.5
2024-08-21,Chittagong,Chittagong,22.3569,91.7832,27.7,29.47,26.55,25.99,90.47,84.95,3.89,5.06,184.9,100.35,4.61,38.19,2.92,21.08
2024-08-22,Chittagong,Chittagong,22.3569,91.7832,27.21,28.55,26.32,26.03,93.17,105.92,4.02,5.2,171.6,100.25,2.59,38.08,2.23,21.15
2024-08-23,Chittagong,Chittagong,22.3569,91.7832,27.27,29.62,26.02,25.72,91.36,40.99,3.65,4.72,168.8,100.25,16.17,37.72,3.6,20.76
2024-08-24,Chittagong,Chittagong,22.3569,91.7832,26.87,28.27,25.82,25.62,92.86,8.31,2.39,3.12,177.5,100.23,18.91,37.7,2.45,20.64
2024-08-25,Chittagong,Chittagong,22.3569,91.7832,26.58,28.13,25.52,25.28,92.57,60.09,3.13,4.11,180.7,100.07,6.08,37.68,2.61,20.26
2024-08-26,Chittagong,Chittagong,22.3569,91.7832,26.94,28.49,25.67,25.42,91.4,57.44,3.46,4.49,157.9,100.1,12.97,37.78,2.82,20.42
2024-08-27,Chittagong,Chittagong,22.3569,91.7832,27.35,30.02,25.34,25.3,88.84,10.6,2.75,3.53,167.4,100.26,16.28,37.75,4.68,20.24
2024-08-28,Chittagong,Chittagong,22.3569,91.7832,27.6,30.11,25.99,25.54,88.74,13.98,1.95,2.51,191.5,100.12,15.98,37.63,4.12,20.56
2024-08-29,Chittagong,Chittagong,22.3569,91.7832,28.29,31.18,25.98,25.61,85.73,10.85,1.34,1.79,209.0,100.01,23.15,37.53,5.2,20.68
2024-08-30,Chittagong,Chittagong,22.3569,91.7832,28.74,32.23,26.06,26.0,85.66,9.82,2.15,2.8,172.1,100.07,24.19,37.75,6.17,21.16
2024-08-31,Chittagong,Chittagong,22.3569,91.7832,28.2,30.6,26.5,26.26,89.4,9.14,2.68,3.43,164.6,100.17,20.26,37.94,4.1,21.45
2024-08-16,Comilla,Chittagong,23.4607,91.1809,27.5,30.33,25.75,26.09,92.22,23.24,1.57,2.42,120.5,99.95,12.07,37.75,4.58,21.3
2024-08-17,Comilla,Chittagong,23.4607,91.1809,27.27,29.41,25.37,25.62,90.9,37.26,1.5,2.3,133.5,99.99,5.97,37.99,4.04,20.69
2024-08-18,Comilla,Chittagong,23.4607,91.1809,26.82,28.35,25.4,26.02,95.3,42.45,3.02,4.52,104.3,100.08,11.39,37.68,2.95,21.19
2024-08-19,Comilla,Chittagong,23.4607,91.1809,26.9,28.13,26.19,26.16,95.63,122.76,3.54,5.33,153.3,99.97,2.72,37.66,1.94,21.38
2024-08-20,Comilla,Chittagong,23.4607,91.1809,27.68,30.33,26.1,26.42,92.91,67.57,3.75,5.58,173.6,100.18,4.25,37.84,4.23,21.67
2024-08-21,Comilla,Chittagong,23.4607,91.1809,27.47,29.19,26.34,26.46,94.19,74.17,3.34,5.0,170.7,100.28,1.52,37.7,2.85,21.7
2024-08-22,Comilla,Chittagong,23.4607,91.1809,27.14,28.79,25.95,26.46,95.96,135.46,3.77,5.65,165.4,100.16,4.03,37.67,2.84,21.74
2024-08-23,Comilla,Chittagong,23.4607,91.1809,26.8,28.77,25.45,25.82,94.32,4.52,2.51,3.81,152.9,100.27,16.73,37.41,3.32,20.89
2024-08-24,Comilla,Chittagong,23.4607,91.1809,26.8,28.72,25.19,25.57,93.04,6.17,1.6,2.5,167.2,100.29,18.95,37.22,3.53,20.57
2024-08-25,Comilla,Chittagong,23.4607,91.1809,26.46,28.61,24.74,25.31,93.45,27.34,2.3,3.5,145.5,100.07,14.81,37.19,3.87,20.3
2024-08-26,Comilla,Chittagong,23.4607,91.1809,26.32,28.71,24.38,25.17,93.46,15.45,2.71,4.08,135.8,100.13,16.51,37.09,4.33,20.13
2024-08-27,Comilla,Chittagong,23.4607,91.1809,27.53,31.29,24.94,25.84,90.77,2.02,2.26,3.39,158.0,100.29,18.21,37.6,6.35,20.91
2024-08-28,Comilla,Chittagong,23.4607,91.1809,28.11,31.93,25.07,25.6,87.02,10.32,0.79,1.29,174.9,100.19,10.5,37.71,6.86,20.64
2024-08-29,Comilla,Chittagong,23.4607,91.1809,28.82,32.57,25.55,26.25,86.74,6.9,0.97,1.57,212.1,100.08,19.93,38.24,7.02,21.49
2024-08-30,Comilla,Chittagong,23.4607,91.1809,28.48,32.71,25.81,26.13,87.83,4.89,1.57,2.39,200.4,100.14,21.38,38.01,6.9,21.31
2024-08-31,Comilla,Chittagong,23.4607,91.1809,27.74,30.31,26.28,26.42,92.62,17.51,1.54,2.42,158.2,100.25,19.83,37.76,4.03,21.65
2024-08-16,Cox's Bazar,Chittagong,21.4272,92.0058,27.68,27.92,27.25,26.42,92.74,114.57,3.61,4.37,203.0,100.08,3.23,37.3,0.67,21.68
2024-08-17,Cox's Bazar,Chittagong,21.4272,92.0058,27.85,28.51,27.21,25.84,88.72,74.82,4.06,4.95,199.4,100.18,6.98,37.38,1.3,20.92
2024-08-18,Cox's Bazar,Chittagong,21.4272,92.0058,27.97,28.7,27.56,26.4,91.08,94.42,5.67,7.03,175.7,100.27,4.42,37.41,1.14,21.61
2024-08-19,Cox's Bazar,Chittagong,21.4272,92.0058,27.92,28.73,27.35,26.12,89.89,59.76,5.37,6.65,181.2,100.3,2.76,37.03,1.38,21.26
2024-08-20,Cox's Bazar,Chittagong,21.4272,92.0058,28.29,29.1,27.69,26.69,90.97,62.02,4.27,5.26,175.5,100.48,14.62,37.05,1.41,21.95
2024-08-21,Cox's Bazar,Chittagong,21.4272,92.0058,28.2,29.07,27.54,26.26,89.26,62.16,3.73,4.54,192.5,100.59,12.07,37.01,1.53,21.38
2024-08-22,Cox's Bazar,Chittagong,21.4272,92.0058,27.84,28.47,27.43,26.16,90.48,23.26,4.33,5.28,188.0,100.5,7.48,36.8,1.04,21.26
2024-08-23,Cox's Bazar,Chittagong,21.4272,92.0058,27.54,28.04,27.18,25.89,90.64,122.33,4.39,5.33,176.6,100.47,12.93,36.71,0.86,20.92
2024-08-24,Cox's Bazar,Chittagong,21.4272,92.0058,27.09,27.58,26.61,25.47,90.76,163.34,3.25,3.88,192.9,100.46,12.15,36.9,0.97,20.4
2024-08-25,Cox's Bazar,Chittagong,21.4272,92.0058,27.25,27.82,26.83,25.65,90.87,235.29,4.3,5.22,216.7,100.3,4.6,36.63,0.99,20.66
2024-08-26,Cox's Bazar,Chittagong,21.4272,92.0058,27.46,28.36,26.69,25.69,89.97,53.94,4.38,5.32,176.4,100.31,7.07,36.81,1.67,20.71
2024-08-27,Cox's Bazar,Chittagong,21.4272,92.0058,27.62,28.68,26.96,25.17,86.49,8.49,3.59,4.32,164.9,100.47,15.77,36.81,1.72,20.03
2024-08-28,Cox's Bazar,Chittagong,21.4272,92.0058,27.49,28.39,26.93,25.27,87.62,6.43,2.44,2.87,186.7,100.35,19.2,37.03,1.46,20.18
2024-08-29,Cox's Bazar,Chittagong,21.4272,92.0058,28.32,29.83,26.94,24.95,82.11,19.47,1.71,1.99,147.5,100.23,18.45,37.26,2.89,19.83
2024-08-30,Cox's Bazar,Chittagong,21.4272,92.0058,28.5,30.17,27.19,26.32,87.99,3.5,4.21,5.11,139.9,100.28,21.94,37.07,2.98,21.51
2024-08-31,Cox's Bazar,Chittagong,21.4272,92.0058,28.26,28.98,27.51,26.2,88.52,6.02,3.95,4.78,154.1,100.38,18.08,36.67,1.47,21.34
2024-08-16,Feni,Chittagong,23.0159,91.3976,27.54,30.05,25.97,26.29,92.94,57.82,1.93,2.87,139.8,100.12,12.07,37.75,4.08,21.51
2024-08-17,Feni,Chittagong,23.0159,91.3976,27.4,30.09,25.56,25.69,90.54,60.8,2.32,3.39,150.9,100.16,5.97,37.99,4.53,20.74
2024-08-18,Feni,Chittagong,23.0159,91.3976,27.24,28.48,26.21,26.47,95.44,64.66,3.8,5.54,130.2,100.22,11.39,37.68,2.27,21.73
2024-08-19,Feni,Chittagong,23.0159,91.3976,27.22,28.09,26.62,26.4,95.16,123.46,4.14,6.04,168.0,100.18,2.72,37.66,1.47,21.63
2024-08-20,Feni,Chittagong,23.0159,91.3976,27.85,30.18,26.41,26.59,92.88,81.03,3.7,5.39,181.2,100.39,4.25,37.84,3.77,21.84
2024-08-21,Feni,Chittagong,23.0159,91.3976,27.72,29.06,26.87,26.69,94.03,88.14,3.43,5.01,181.7,100.48,1.52,37.7,2.19,21.94
2024-08-22,Feni,Chittagong,23.0159,91.3976,27.45,28.7,26.34,26.68,95.43,128.77,3.78,5.53,179.1,100.39,4.03,37.67,2.36,21.96
2024-08-23,Feni,Chittagong,23.0159,91.3976,27.02,28.64,26.01,25.91,93.64,20.54,2.94,4.31,163.1,100.46,16.73,37.41,2.63,20.96
2024-08-24,Feni,Chittagong,23.0159,91.3976,26.93,28.59,25.68,25.65,92.75,5.7,1.68,2.54,179.4,100.49,18.95,37.22,2.91,20.63
2024-08-25,Feni,Chittagong,23.0159,91.3976,26.54,28.55,24.99,25.32,92.99,38.88,2.43,3.62,169.4,100.27,14.81,37.19,3.56,20.27
2024-08-26,Feni,Chittagong,23.0159,91.3976,26.76,28.69,25.01,25.62,93.44,48.32,2.97,4.37,148.0,100.31,16.51,37.09,3.68,20.63
2024-08-27,Feni,Chittagong,23.0159,91.3976,27.39,30.24,25.37,25.8,91.16,9.37,2.47,3.61,161.3,100.5,18.21,37.6,4.87,20.81
2024-08-28,Feni,Chittagong,23.0159,91.3976,27.71,31.15,25.45,25.68,89.1,20.14,1.09,1.66,182.1,100.4,10.5,37.71,5.7,20.68
2024-08-29,Feni,Chittagong,23.0159,91.3976,28.14,31.15,25.4,25.85,87.75,10.61,1.16,1.78,203.7,100.3,19.93,38.24,5.75,20.93
2024-08-30,Feni,Chittagong,23.0159,91.3976,28.34,32.46,25.37,26.09,88.17,6.26,1.72,2.56,175.6,100.37,21.38,38.01,7.09,21.21
2024-08-31,Feni,Chittagong,23.0159,91.3976,27.99,30.72,26.38,26.56,92.05,11.06,1.95,2.94,156.0,100.43,19.83,37.76,4.34,21.79
2024-08-16,Khagrachari,Chittagong,23.1193,91.9847,27.16,30.09,25.72,25.91,93.23,61.56,0.06,1.15,134.0,99.38,12.07,37.75,4.37,21.2
2024-08-17,Khagrachari,Chittagong,23.1193,91.9847,27.18,31.08,25.38,25.41,90.75,60.67,0.07,1.5,167.5,99.45,5.97,37.99,5.7,20.55
2024-08-18,Khagrachari,Chittagong,23.1193,91.9847,26.51,28.87,24.86,25.67,95.15,65.48,0.08,1.96,132.0,99.57,11.39,37.68,4.01,20.84
2024-08-19,Khagrachari,Chittagong,23.1193,91.9847,26.25,27.71,25.44,25.72,96.82,126.75,0.1,2.48,160.6,99.52,2.72,37.66,2.27,20.92
2024-08-20,Khagrachari,Chittagong,23.1193,91.9847,27.0,29.83,25.27,25.79,93.27,82.86,0.09,2.32,166.9,99.72,4.25,37.84,4.56,20.96
2024-08-21,Khagrachari,Chittagong,23.1193,91.9847,26.75,28.97,25.21,25.67,93.93,90.98,0.08,2.14,175.2,99.82,1.52,37.7,3.76,20.79
2024-08-22,Khagrachari,Chittagong,23.1193,91.9847,26.27,27.75,25.03,25.7,96.59,135.57,0.08,2.11,154.7,99.72,4.03,37.67,2.72,20.86
2024-08-23,Khagrachari,Chittagong,23.1193,91.9847,26.7,30.44,24.8,25.27,92.28,18.39,0.07,1.8,161.7,99.74,16.73,37.41,5.64,20.31
2024-08-24,Khagrachari,Chittagong,23.1193,91.9847,26.4,28.78,24.69,25.44,94.54,5.08,0.05,1.13,163.4,99.73,18.95,37.22,4.09,20.52
2024-08-25,Khagrachari,Chittagong,23.1193,91.9847,25.91,27.88,24.43,25.04,94.97,36.37,0.07,1.67,156.0,99.55,14.81,37.19,3.45,20.07
2024-08-26,Khagrachari,Chittagong,23.1193,91.9847,26.09,28.85,24.3,24.81,92.97,46.43,0.07,1.54,150.1,99.6,16.51,37.09,4.55,19.78
2024-08-27,Khagrachari,Chittagong,23.1193,91.9847,27.22,31.85,24.27,24.93,88.36,9.27,0.06,1.38,171.6,99.75,18.21,37.6,7.58,19.9
2024-08-28,Khagrachari,Chittagong,23.1193,91.9847,28.37,33.22,24.88,25.3,85.17,20.27,0.08,0.8,200.2,99.6,10.5,37.71,8.34,20.45
2024-08-29,Khagrachari,Chittagong,23.1193,91.9847,28.97,34.33,25.06,25.41,83.02,11.25,0.09,0.86,233.9,99.49,19.93,38.24,9.27,20.61
2024-08-30,Khagrachari,Chittagong,23.1193,91.9847,29.29,36.4,25.05,25.29,81.73,7.1,0.06,1.12,205.7,99.57,21.38,38.01,11.35,20.43
2024-08-31,Khagrachari,Chittagong,23.1193,91.9847,27.9,32.27,25.91,25.94,89.92,11.64,0.05,1.01,205.3,99.68,19.83,37.76,6.36,21.17
2024-08-16,Lakshmipur,Chittagong,22.9447,90.8298,27.97,30.33,26.42,26.56,92.17,31.23,2.32,3.24,136.8,100.16,5.78,38.15,3.91,21.86
2024-08-17,Lakshmipur,Chittagong,22.9447,90.8298,27.7,29.86,25.84,25.96,90.45,36.26,2.46,3.37,125.6,100.19,10.08,38.29,4.02,21.07
2024-08-18,Lakshmipur,Chittagong,22.9447,90.8298,27.63,28.95,26.79,26.83,95.27,48.83,4.12,5.68,120.8,100.19,12.21,38.34,2.16,22.2
2024-08-19,Lakshmipur,Chittagong,22.9447,90.8298,27.52,28.36,26.86,26.72,95.31,93.22,4.47,6.16,168.1,100.15,4.98,38.04,1.5,22.07
2024-08-20,Lakshmipur,Chittagong,22.9447,90.8298,28.14,30.43,26.44,26.93,93.16,45.16,3.82,5.24,187.8,100.4,4.97,38.09,3.99,22.3
2024-08-21,Lakshmipur,Chittagong,22.9447,90.8298,27.96,29.07,27.25,27.08,94.91,54.89,3.71,5.12,186.2,100.48,3.57,38.07,1.82,22.47
2024-08-22,Lakshmipur,Chittagong,22.9447,90.8298,27.86,29.26,26.71,27.02,95.08,72.13,3.97,5.48,191.4,100.4,3.16,38.01,2.55,22.41
2024-08-23,Lakshmipur,Chittagong,22.9447,90.8298,27.26,28.51,26.38,26.3,94.41,24.09,3.45,4.76,156.0,100.46,11.5,37.85,2.13,21.45
2024-08-24,Lakshmipur,Chittagong,22.9447,90.8298,27.21,28.76,26.1,25.91,92.62,11.38,2.48,3.43,168.1,100.51,17.22,37.49,2.66,20.94
2024-08-25,Lakshmipur,Chittagong,22.9447,90.8298,26.89,29.07,25.43,25.58,92.6,60.81,2.48,3.43,176.1,100.29,5.54,37.47,3.64,20.58
2024-08-26,Lakshmipur,Chittagong,22.9447,90.8298,27.07,28.69,25.48,26.06,94.12,40.27,3.65,5.05,149.5,100.3,7.02,37.43,3.21,21.18
2024-08-27,Lakshmipur,Chittagong,22.9447,90.8298,27.56,30.1,25.44,25.98,91.2,5.13,2.34,3.27,163.0,100.52,16.7,37.31,4.66,21.03
2024-08-28,Lakshmipur,Chittagong,22.9447,90.8298,27.92,30.73,25.94,25.69,87.99,11.42,1.34,1.86,150.9,100.44,13.26,37.55,4.79,20.69
2024-08-29,Lakshmipur,Chittagong,22.9447,90.8298,27.96,30.68,25.67,25.74,87.94,3.66,1.5,2.15,172.7,100.35,22.17,37.29,5.01,20.77
2024-08-30,Lakshmipur,Chittagong,22.9447,90.8298,28.13,31.63,25.55,26.11,89.09,2.76,2.03,2.86,151.0,100.4,23.03,37.52,6.08,21.24
2024-08-31,Lakshmipur,Chittagong,22.9447,90.8298,28.14,30.71,26.37,26.66,91.79,9.46,2.42,3.44,141.5,100.45,19.27,37.85,4.34,21.92
2024-08-16,Noakhali,Chittagong,22.8696,91.0995,27.54,30.05,25.97,26.29,92.94,57.82,1.93,2.87,139.8,100.12,4.32,37.97,4.08,21.51
2024-08-17,Noakhali,Chittagong,22.8696,91.0995,27.4,30.09,25.56,25.69,90.54,60.8,2.32,3.39,150.9,100.16,6.57,38.26,4.53,20.74
2024-08-18,Noakhali,Chittagong,22.8696,91.0995,27.24,28.48,26.21,26.47,95.44,64.66,3.8,5.54,130.2,100.22,6.55,38.37,2.27,21.73
2024-08-19,Noakhali,Chittagong,22.8696,91.0995,27.22,28.09,26.62,26.4,95.16,123.46,4.14,6.04,168.0,100.18,3.56,38.14,1.47,21.63
2024-08-20,Noakhali,Chittagong,22.8696,91.0995,27.85,30.18,26.41,26.59,92.88,81.03,3.7,5.39,181.2,100.39,2.59,38.28,3.77,21.84
2024-08-21,Noakhali,Chittagong,22.8696,91.0995,27.72,29.06,26.87,26.69,94.03,88.14,3.43,5.01,181.7,100.48,4.61,38.19,2.19,21.94
2024-08-22,Noakhali,Chittagong,22.8696,91.0995,27.45,28.7,26.34,26.68,95.43,128.77,3.78,5.53,179.1,100.39,2.59,38.08,2.36,21.96
2024-08-23,Noakhali,Chittagong,22.8696,91.0995,27.02,28.64,26.01,25.91,93.64,20.54,2.94,4.31,163.1,100.46,16.17,37.72,2.63,20.96
2024-08-24,Noakhali,Chittagong,22.8696,91.0995,26.93,28.59,25.68,25.65,92.75,5.7,1.68,2.54,179.4,100.49,18.91,37.7,2.91,20.63
2024-08-25,Noakhali,Chittagong,22.8696,91.0995,26.54,28.55,24.99,25.32,92.99,38.88,2.43,3.62,169.4,100.27,6.08,37.68,3.56,20.27
2024-08-26,Noakhali,Chittagong,22.8696,91.0995,26.76,28.69,25.01,25.62,93.44,48.32,2.97,4.37,148.0,100.31,12.97,37.78,3.68,20.63
2024-08-27,Noakhali,Chittagong,22.8696,91.0995,27.39,30.24,25.37,25.8,91.16,9.37,2.47,3.61,161.3,100.5,16.28,37.75,4.87,20.81
2024-08-28,Noakhali,Chittagong,22.8696,91.0995,27.71,31.15,25.45,25.68,89.1,20.14,1.09,1.66,182.1,100.4,15.98,37.63,5.7,20.68
2024-08-29,Noakhali,Chittagong,22.8696,91.0995,28.14,31.15,25.4,25.85,87.75,10.61,1.16,1.78,203.7,100.3,23.15,37.53,5.75,20.93
2024-08-30,Noakhali,Chittagong,22.8696,91.0995,28.34,32.46,25.37,26.09,88.17,6.26,1.72,2.56,175.6,100.37,24.19,37.75,7.09,21.21
2024-08-31,Noakhali,Chittagong,22.8696,91.0995,27.99,30.72,26.38,26.56,92.05,11.06,1.95,2.94,156.0,100.43,20.26,37.94,4.34,21.79
2024-08-16,Rangamati,Chittagong,22.7324,92.2985,26.18,28.55,24.22,25.29,94.98,69.04,0.23,1.19,136.3,97.32,7.34,37.41,4.33,20.89
2024-08-17,Rangamati,Chittagong,22.7324,92.2985,26.31,29.82,24.12,24.67,91.21,73.44,0.29,1.66,174.8,97.4,4.65,37.1,5.7,20.09
2024-08-18,Rangamati,Chittagong,22.7324,92.2985,26.12,29.89,23.55,24.55,91.53,61.77,0.31,1.77,149.4,97.53,6.28,37.29,6.34,19.93
2024-08-19,Rangamati,Chittagong,22.7324,92.2985,25.59,27.94,24.07,24.57,94.23,88.67,0.34,1.95,168.2,97.53,3.73,36.99,3.87,19.95
2024-08-20,Rangamati,Chittagong,22.7324,92.2985,25.91,29.0,23.46,24.38,91.78,60.52,0.31,1.74,165.6,97.72,7.61,37.1,5.54,19.68
2024-08-21,Rangamati,Chittagong,22.7324,92.2985,25.8,28.99,23.8,24.27,91.76,89.55,0.28,1.58,178.2,97.81,11.41,36.79,5.19,19.53
2024-08-22,Rangamati,Chittagong,22.7324,92.2985,24.94,27.02,23.04,24.23,95.89,119.12,0.24,1.27,153.7,97.72,5.5,36.48,3.98,19.52
2024-08-23,Rangamati,Chittagong,22.7324,92.2985,25.8,30.47,23.07,24.16,91.36,19.88,0.26,1.54,161.1,97.69,14.68,37.1,7.4,19.44
2024-08-24,Rangamati,Chittagong,22.7324,92.2985,25.17,27.39,23.53,24.29,95.0,9.06,0.21,1.1,169.0,97.7,15.87,36.88,3.86,19.58
2024-08-25,Rangamati,Chittagong,22.7324,92.2985,25.15,27.73,23.16,24.02,93.74,42.51,0.27,1.47,165.2,97.52,11.62,36.71,4.57,19.3
2024-08-26,Rangamati,Chittagong,22.7324,92.2985,25.38,28.47,23.47,23.77,91.39,19.57,0.24,1.36,161.7,97.56,16.07,36.51,5.0,18.99
2024-08-27,Rangamati,Chittagong,22.7324,92.2985,26.45,30.99,22.87,23.85,86.92,3.64,0.22,1.19,190.9,97.7,18.2,36.42,8.12,19.08
2024-08-28,Rangamati,Chittagong,22.7324,92.2985,26.9,30.96,24.14,24.62,88.39,6.48,0.21,1.01,245.1,97.57,16.38,37.27,6.82,20.0
2024-08-29,Rangamati,Chittagong,22.7324,92.2985,27.65,32.18,24.29,25.09,87.61,12.22,0.2,0.87,262.6,97.45,20.12,37.37,7.89,20.7
2024-08-30,Rangamati,Chittagong,22.7324,92.2985,28.2,33.14,24.78,25.09,85.11,17.19,0.24,1.07,234.3,97.53,21.83,37.62,8.36,20.63
2024-08-31,Rangamati,Chittagong,22.7324,92.2985,26.88,30.05,24.78,25.2,91.06,15.65,0.21,1.13,210.0,97.63,16.94,37.23,5.27,20.68
2024-08-16,Bogra,Rajshahi,24.8465,89.377,28.55,31.16,26.4,26.66,89.65,16.44,1.57,2.28,112.9,100.05,19.03,37.91,4.76,22.02
2024-08-17,Bogra,Rajshahi,24.8465,89.377,28.76,32.05,25.93,26.08,85.83,4.65,2.0,2.82,74.4,100.14,17.98,38.02,6.12,21.25
2024-08-18,Bogra,Rajshahi,24.8465,89.377,28.39,31.0,26.19,25.81,86.16,4.03,2.47,3.43,80.9,100.24,12.17,38.07,4.81,20.9
2024-08-19,Bogra,Rajshahi,24.8465,89.377,27.53,29.75,25.77,25.99,91.36,5.13,3.27,4.51,70.2,100.06,14.21,38.3,3.98,21.14
2024-08-20,Bogra,Rajshahi,24.8465,89.377,28.3,30.48,26.35,27.01,92.75,18.15,2.44,3.36,87.3,99.93,13.42,38.77,4.13,22.52
2024-08-21,Bogra,Rajshahi,24.8465,89.377,28.28,30.68,26.73,26.71,91.37,14.86,2.47,3.43,144.2,100.15,10.92,38.31,3.95,22.05
2024-08-22,Bogra,Rajshahi,24.8465,89.377,27.58,29.28,26.16,26.23,92.38,16.59,2.3,3.21,65.7,100.13,9.66,38.39,3.12,21.43
2024-08-23,Bogra,Rajshahi,24.8465,89.377,27.57,29.1,26.18,26.37,93.14,25.26,2.86,4.02,119.2,100.28,13.04,38.12,2.92,21.57
2024-08-24,Bogra,Rajshahi,24.8465,89.377,28.33,31.22,25.78,26.55,90.29,4.11,2.92,4.08,128.7,100.29,18.0,38.03,5.44,21.81
2024-08-25,Bogra,Rajshahi,24.8465,89.377,27.14,28.28,26.02,25.77,92.27,12.05,2.08,2.95,113.7,100.14,17.13,37.42,2.26,20.85
2024-08-26,Bogra,Rajshahi,24.8465,89.377,26.69,28.72,25.09,25.18,91.51,3.84,4.61,6.43,100.3,100.13,11.12,37.66,3.63,20.13
2024-08-27,Bogra,Rajshahi,24.8465,89.377,27.87,31.07,25.24,25.82,88.95,0.63,2.57,3.67,127.8,100.35,17.71,37.81,5.83,20.88
2024-08-28,Bogra,Rajshahi,24.8465,89.377,28.04,30.81,25.74,25.38,85.93,1.24,1.38,2.05,188.1,100.27,19.59,37.3,5.07,20.34
2024-08-29,Bogra,Rajshahi,24.8465,89.377,29.06,31.8,25.75,25.07,79.4,0.83,0.88,1.24,174.8,100.19,21.74,37.78,6.05,20.0
2024-08-30,Bogra,Rajshahi,24.8465,89.377,29.25,32.14,26.79,26.22,83.94,2.48,1.21,1.79,156.7,100.22,17.24,38.34,5.35,21.41
2024-08-31,Bogra,Rajshahi,24.8465,89.377,28.93,31.87,26.31,26.42,86.6,2.95,2.05,2.97,158.6,100.27,19.02,37.65,5.56,21.65
2024-08-16,Joypurhat,Rajshahi,25.0968,89.0227,28.74,31.85,26.15,26.77,89.46,7.8,1.51,2.33,106.9,99.99,21.87,38.08,5.7,22.17
2024-08-17,Joypurhat,Rajshahi,25.0968,89.0227,28.96,32.97,25.41,26.17,85.59,4.44,1.63,2.4,73.5,100.08,19.12,38.28,7.56,21.38
2024-08-18,Joypurhat,Rajshahi,25.0968,89.0227,28.44,32.03,25.32,25.68,85.55,3.06,2.15,3.18,76.2,100.18,15.22,38.39,6.71,20.75
2024-08-19,Joypurhat,Rajshahi,25.0968,89.0227,27.91,31.01,25.73,25.94,89.36,3.25,3.0,4.33,64.3,100.0,17.71,38.41,5.28,21.09
2024-08-20,Joypurhat,Rajshahi,25.0968,89.0227,28.27,31.79,25.55,26.52,90.47,3.22,2.9,4.17,12.7,99.94,13.21,38.73,6.24,21.88
2024-08-21,Joypurhat,Rajshahi,25.0968,89.0227,27.84,31.4,25.3,25.87,89.42,3.13,1.94,2.82,38.8,100.07,13.74,38.38,6.1,21.01
2024-08-22,Joypurhat,Rajshahi,25.0968,89.0227,27.41,29.31,25.47,25.89,91.54,8.77,2.01,2.93,34.0,100.11,13.32,38.21,3.84,21.01
2024-08-23,Joypurhat,Rajshahi,25.0968,89.0227,27.5,29.27,26.23,26.27,93.06,34.22,2.35,3.51,113.0,100.19,17.95,37.93,3.04,21.47
2024-08-24,Joypurhat,Rajshahi,25.0968,89.0227,28.35,31.53,25.94,26.48,89.94,2.4,2.69,3.94,114.8,100.21,18.83,38.27,5.59,21.74
2024-08-25,Joypurhat,Rajshahi,25.0968,89.0227,26.89,28.7,25.6,25.41,91.73,7.23,1.7,2.57,101.7,100.07,19.19,37.53,3.1,20.41
2024-08-26,Joypurhat,Rajshahi,25.0968,89.0227,26.64,28.42,25.22,25.17,91.72,3.22,4.32,6.31,88.9,100.01,16.09,37.06,3.2,20.14
2024-08-27,Joypurhat,Rajshahi,25.0968,89.0227,27.81,31.24,25.07,25.64,88.44,1.21,2.49,3.71,119.5,100.26,17.31,37.97,6.17,20.66
2024-08-28,Joypurhat,Rajshahi,25.0968,89.0227,27.44,30.42,25.03,25.2,87.97,1.8,1.44,2.25,166.4,100.21,19.18,37.77,5.39,20.14
2024-08-29,Joypurhat,Rajshahi,25.0968,89.0227,28.61,32.1,24.93,25.07,81.57,1.82,1.0,1.44,154.2,100.13,18.14,37.98,7.17,20.03
2024-08-30,Joypurhat,Rajshahi,25.0968,89.0227,29.13,32.64,26.2,26.36,85.44,5.06,1.18,1.82,146.2,100.15,20.06,38.31,6.44,21.61
2024-08-31,Joypurhat,Rajshahi,25.0968,89.0227,29.0,32.66,25.89,26.41,86.47,5.74,1.78,2.7,150.1,100.18,16.93,38.09,6.77,21.66
2024-08-16,Naogaon,Rajshahi,24.7936,88.9318,28.74,31.85,26.15,26.77,89.46,7.8,1.51,2.33,106.9,99.99,18.65,38.0,5.7,22.17
2024-08-17,Naogaon,Rajshahi,24.7936,88.9318,28.96,32.97,25.41,26.17,85.59,4.44,1.63,2.4,73.5,100.08,20.46,38.02,7.56,21.38
2024-08-18,Naogaon,Rajshahi,24.7936,88.9318,28.44,32.03,25.32,25.68,85.55,3.06,2.15,3.18,76.2,100.18,14.35,38.25,6.71,20.75
